"hgb_fs_item_de","hgb_fs_item_en","account_usage_type","account_number","account_name_de","account_name_en","account_class","account_group_de","account_group_en","account_flags","is_range","range_start","range_end","is_postable"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3127 00","Leistungen eines im Ausland ansässigen Unternehmers % Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3127 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3130 00","Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3131 00","Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3131 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3133 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3134 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3134 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3135 00","Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3136 00","Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3136 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3140 00","Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3142 00","Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Construction services provided by a domestically based entrepreneur excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3142 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3143 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3144 00","Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Other services provided by an entrepreneur based in another EU country excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3144 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3145 00","Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3147 00","Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und % Umsatzsteuer","Services provided by an entrepreneur based abroad excluding input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3147 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3150 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird","Discounts received from benefits for which tax is owed as a beneficiary in accordance with Section 13b UStG",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3151 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird % Vorsteuer und % Umsatzsteuer","Discounts received from services for which tax is owed as a beneficiary in accordance with Section 13b UStG% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3152 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird % Vorsteuer und % Umsatzsteuer","Discounts received from services for which tax is owed as a beneficiary in accordance with Section 13b UStG% input tax and% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3152 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3153 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer","Discounts received from services for which tax is owed as a beneficiary in accordance with Section 13b UStG without input tax but with sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3154 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit % Umsatzsteuer","Discounts received from services for which tax is owed as a beneficiary in accordance with Section 13b UStG excluding input tax, with% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased","R","3155 00","Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit % Umsatzsteuer","Discounts received from services for which tax is owed as a beneficiary in accordance with Section 13b UStG excluding input tax, with% sales tax",3,"Waren- und Materialkonten","Inventory and materials accounts",,"true","3155 00",,"false"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3160 00","Leistungen nach § 13b UStG Vorsteuerabzug21) mit","Benefits in accordance with § 13b UStG input tax deduction21) with",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3165 00","Leistungen nach § 13b UStG Vorsteuerabzug21) ohne","Benefits in accordance with § 13b UStG input tax deduction21) without",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3170 00","Fremdleistungen (Miet- und Pachtzinsen bewegliche Wirtschaftsgüter)","External services (rental and lease interest on movable assets)",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3175 00","Fremdleistungen (Miet- und Pachtzinsen unbewegliche Wirtschaftsgüter)","External services (rent and lease interest on immovable assets)",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3180 00","Fremdleistungen (Entgelte für Rechte und Lizenzen)","Third party services (fees for rights and licenses)",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für bezogene Leistungen","Expenses for services purchased",,"3185 00","Fremdleistungen (Vergütungen für die Überlassung von Wirtschaftsgütern - mit Sonderbetriebseinnahme korrespondierend)","Third-party benefits (remuneration for the transfer of assets — corresponding with special operating income)",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3200 00","Wareneingang","Receipt of goods",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3200 10","Klassen","classes",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3200 11","Zugübergreifend","Across trains",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 00","Wareneingang","Receipt of goods",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 10","Einzügig Zug A","Single train A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 11","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 12","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 13","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 14","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 15","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 16","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 17","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 18","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 19","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 20","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 21","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
"Aufwendungen für Roh-, Hilfs- und Betriebsstoffe und für bezogene Waren","Expenses for raw, auxiliary and consumables and for purchased goods",,"3201 22","Klasse a","class A",3,"Waren- und Materialkonten","Inventory and materials accounts",,"false",,,"true"
